LayerName,LayerType,Theoretical Flops,flop_count_sp
resnetv22_batchnorm0_fwd,BatchNorm,301056,904704
resnetv22_conv0_fwd,Conv,236027904,244858880
resnetv22_batchnorm1_fwd,BatchNorm,1605632,15253504
resnetv22_relu0_fwd,Relu,1605632,802816
resnetv22_pool0_fwd,Pooling,0,200704
resnetv22_stage1_batchnorm0_fwd,BatchNorm,401408,3813376
resnetv22_stage1_activation0,Relu,401408,200704
resnetv22_stage1_conv0_fwd,Conv,231211008,231411712
resnetv22_stage1_batchnorm1_fwd,BatchNorm,401408,3813376
resnetv22_stage1_activation1,Relu,401408,200704
resnetv22_stage1_conv1_fwd,Conv,231211008,231411712
resnetv22_stage1__plus0,ElementWise,200704,983296
resnetv22_stage1_batchnorm2_fwd,BatchNorm,401408,3813376
resnetv22_stage1_activation2,Relu,401408,200704
resnetv22_stage1_conv2_fwd,Conv,231211008,231411712
resnetv22_stage1_batchnorm3_fwd,BatchNorm,401408,3813376
resnetv22_stage1_activation3,Relu,401408,200704
resnetv22_stage1_conv3_fwd,Conv,231211008,231411712
resnetv22_stage1__plus1,ElementWise,200704,983296
resnetv22_stage2_batchnorm0_fwd,BatchNorm,401408,3813376
resnetv22_stage2_activation0,Relu,401408,200704
resnetv22_stage2_conv0_fwd,Conv,115605504,118065152
resnetv22_stage2_batchnorm1_fwd,BatchNorm,200704,1906688
resnetv22_stage2_activation1,Relu,200704,100352
resnetv22_stage2_conv1_fwd,Conv,231211008,236029952
resnetv22_stage2_conv2_fwd,Conv,12845056,13207552
resnetv22_stage2__plus0,ElementWise,100352,466944
resnetv22_stage2_batchnorm2_fwd,BatchNorm,200704,1906688
resnetv22_stage2_activation2,Relu,200704,100352
resnetv22_stage2_conv3_fwd,Conv,231211008,236029952
resnetv22_stage2_batchnorm3_fwd,BatchNorm,200704,1906688
resnetv22_stage2_activation3,Relu,200704,100352
resnetv22_stage2_conv4_fwd,Conv,231211008,236029952
resnetv22_stage2__plus1,ElementWise,100352,466944
resnetv22_stage3_batchnorm0_fwd,BatchNorm,200704,1906688
resnetv22_stage3_activation0,Relu,200704,100352
resnetv22_stage3_conv0_fwd,Conv,115605504,132170752
resnetv22_stage3_batchnorm1_fwd,BatchNorm,100352,953344
resnetv22_stage3_activation1,Relu,100352,50176
resnetv22_stage3_conv1_fwd,Conv,231211008,264291328
resnetv22_stage3_conv2_fwd,Conv,12845056,14730240
resnetv22_stage3__plus0,ElementWise,50176,200704
resnetv22_stage3_batchnorm2_fwd,BatchNorm,100352,953344
resnetv22_stage3_activation2,Relu,100352,50176
resnetv22_stage3_conv3_fwd,Conv,231211008,264291328
resnetv22_stage3_batchnorm3_fwd,BatchNorm,100352,953344
resnetv22_stage3_activation3,Relu,100352,50176
resnetv22_stage3_conv4_fwd,Conv,231211008,264291328
resnetv22_stage3__plus1,ElementWise,50176,200704
resnetv22_stage4_batchnorm0_fwd,BatchNorm,100352,953344
resnetv22_stage4_activation0,Relu,100352,50176
resnetv22_stage4_conv0_fwd,Conv,115605504,151020032
resnetv22_stage4_batchnorm1_fwd,BatchNorm,50176,476672
resnetv22_stage4_activation1,Relu,50176,25088
resnetv22_stage4_conv1_fwd,Conv,231211008,302014976
resnetv22_stage4_conv2_fwd,Conv,12845056,16802304
resnetv22_stage4__plus0,ElementWise,25088,100352
resnetv22_stage4_batchnorm2_fwd,BatchNorm,50176,476672
resnetv22_stage4_activation2,Relu,50176,25088
resnetv22_stage4_conv3_fwd,Conv,231211008,302014976
resnetv22_stage4_batchnorm3_fwd,BatchNorm,50176,476672
resnetv22_stage4_activation3,Relu,50176,25088
resnetv22_stage4_conv4_fwd,Conv,231211008,302014976
resnetv22_stage4__plus1,ElementWise,25088,100352
resnetv22_batchnorm2_fwd,BatchNorm,50176,476672
resnetv22_relu1_fwd,Relu,50176,25088
resnetv22_dense0_fwd,Gemm,1025000,1073256
